StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q56,gender,minority,education,age,province,district,income,income_source,religion,Q10_10_TEXT,ideology,treatment_c_100km_full,treatment_c_5km_full,treatment_sec_econ_100km_full,treatment_sec_econ_5km_full,treatment_econ_100km_full,treatment_econ_5km_full,treatment_sec_100km_full,treatment_sec_5km_full,dem_gov,coop_peace_security,coop_econ,trustworthy_gov,Q17,relations_russia,relations_neighbors,american_gov,american_people,american_inf_amount,american_inf_qual,chinese_gov,chinese_people,chinese_inf_amount,chinese_inf_qual,german_gov,german_people,german_inf_amount,german_inf_qual,american_troops,troops_econ_nat,troops_econ_loc,troops_pub_saf,troops_sec_threats,troops_dem,troops_rights,contact_pers,contact_pers_type,contact_pers_type_text,contact_nonpers,contact_nonpers_type,contact_nonpers_type_text,benefit_pers,benefit_pers_rely,benefit_nonpers,benefit_nonpers_rely,troops_feel_safer,troops_host_benefit,troops_host_benefit_text,troops_host_drawback,troops_host_drawback_text,troops_remain_duration,troops_poland_gov,troops_protest,troops_protest_hypothetical,opp,Q_Language,Q_TotalDuration,rnid,study,PID,psid,K2,med,RISN,rid,Q_BallotBoxStuffing,Q_RelevantIDDuplicateScore,Q_RelevantIDDuplicate,Q_RecaptchaScore,Q_RelevantIDFraudScore,SVID,transaction_id,V,orderNumber,gc,term,tg,LS,PS,treatment_group,troops_100km,troops_5km,troops_100km_full,troops_5km_full,ideology_z
44987.689097222225,44987.69349537037,IP Address,100.0,379.0,True,44987.69350637731,R_2PaEOnLskgljltp,anonymous,PL,I consent,Female,No,Secondary Education,25 to 34 years,Kujawsko-Pomorskie,Inowrocław,93 938 +,Full-time or contract work in the private sector,Catholicism,NA,8.0,NA,NA,Strongly support,Somewhat support,NA,NA,NA,NA,Somewhat important,Somewhat important,Somewhat important,Somewhat agree,Neither agree nor disagree,Somewhat peaceful,Neutral,Neutral,Neutral,A lot,Positive,Somewhat favorable,Somewhat favorable,A little,Positive,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful,The presence of American military forces has somewhat improved the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,Don’t know / Decline to answer,NA,As long as needed,Very positive,Never,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,379,NA,NA,NA,ec0cc526-9b7a-e2fd-187e-c47e69ae67d3,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,0dIFrJOykKTGGjoEyBvtbR,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Support,Support,Strongly support,Somewhat support,0.5061719035671647
44987.69133101852,44987.69390046296,IP Address,100.0,222.0,True,44987.69391659722,R_2S6su3wzscXAjIY,anonymous,PL,I consent,Female,No,Secondary Education,25 to 34 years,Opolskie,Opole (City),57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,NA,6.0,Neither support nor oppose,Neither support nor oppose,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Somewhat disagree,Somewhat agree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Neutral,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Somewhat favorable,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful,Neutral / No change,Don’t know/Decline to answer,NA,NA,Don’t know/Decline to answer,NA,NA,Don’t know/Decline to answer,NA,Don’t know/Decline to answer,NA,Don’t know/Decline to answer,Improved government respect for human rights,NA,Negative effect on economic activity,NA,Don’t know/Decline to answer,Neutral,Don’t know/Decline to answer,Don’t know/Decline to answer,Qual4159-0110-PolandStudy,PL,222,NA,NA,NA,989f7495-c252-e47f-a760-78ac108c09f8,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,5F4GNLCJBU13827G8GApj4,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Neutral,Neutral,Neutral,Neutral,0.0758828329881006
44987.69096064815,44987.694016203706,IP Address,100.0,264.0,True,44987.69402481482,R_2YP81M5K3T46I3Y,anonymous,PL,I consent,Male,No,Vocational School,18 to 24 years,Świętokrzyskie,Kielce,93 938 +,Full-time or contract work in the private sector,Decline to answer,NA,6.0,Strongly support,Somewhat support,NA,NA,NA,NA,NA,NA,Neutral,Somewhat important,Somewhat important,Strongly Agree,Somewhat agree,Neutral,Somewhat peaceful,Very favorable,Very favorable,Some,Positive,Somewhat favorable,Neutral,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Very positive,Somewhat positive,Somewhat positive,Somewhat helpful,Somewhat helpful,The presence of American military forces has somewhat improved the government’s respect for human rights,Don’t know/Decline to answer,NA,NA,Don’t know/Decline to answer,NA,NA,Yes,Very reliant,Yes,Somewhat reliant,Yes,Greater security from foreign threats,NA,Negative effect on economic activity,NA,1-3 years,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,264,NA,NA,NA,d5ae3239-84a0-b2a5-4c54-07d990e4dd64,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,5zKkvYxh17TBChVTLuc2Qg,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Support,Strongly support,Somewhat support,0.0758828329881006
44987.69074074074,44987.694560185184,IP Address,100.0,329.0,True,44987.694567569444,R_210atovMPstKpw4,anonymous,PL,I consent,Female,No,Vocational School,45 to 54 years,Lubelskie,Chełm,57 188 –  74 062,Full-time or contract work in the government or public sector,Catholicism,NA,5.0,NA,NA,Neither support nor oppose,Neither support nor oppose,NA,NA,NA,NA,Somewhat important,Somewhat important,Somewhat important,Don't know/decline to answer,Don't know/decline to answer,Very hostile,Very hostile,Somewhat favorable,Somewhat favorable,Don’t know/Decline to answer,Positive,Don’t know/Decline to answer,Don’t know/Decline to answer,Don’t know/Decline to answer,Neither Positive nor Negative,Don’t know/Decline to answer,Don’t know/Decline to answer,None,Neither Positive nor Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,Don’t know/Decline to answer,NA,Don’t know/Decline to answer,No benefits,NA,No drawback,NA,Don’t know/Decline to answer,Very positive,Never,Maybe,Qual4159-0110-PolandStudy,PL,329,NA,NA,NA,3e259f67-20f0-a8c0-6c32-d6bb7e5eda16,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,3AZqtH9BXIPfn7abezCNWZ,NA,NA,1,NA,NA,{Invalid Expression},497,Security and Economic,Neutral,Neutral,Neutral,Neutral,-0.13926170230143145
44987.69074074074,44987.694560185184,IP Address,100.0,330.0,True,44987.69457753472,R_vDpLyNJJXwXPNi9,anonymous,PL,I consent,Female,No,Higher Education (Bachelor/Engineer),25 to 34 years,Dolnośląskie,Lubiń,93 938 +,Self-employed (non-agricultural),Catholicism,NA,5.0,NA,NA,NA,NA,NA,NA,Neither support nor oppose,Somewhat oppose,Very important,Neutral,Neutral,Somewhat disagree,Somewhat agree,Neutral,Somewhat peaceful,Neutral,Somewhat unfavorable,Some,Neither Positive nor Negative,Neutral,Somewhat unfavorable,A little,Neither Positive nor Negative,Neutral,Neutral,Some,Neither Positive nor Negative,Neutral,Neutral,Neutral,Neutral,Somewhat helpful,Neutral,Neutral / No change,No,NA,NA,Don’t know/Decline to answer,NA,NA,Don’t know/Decline to answer,NA,Don’t know/Decline to answer,NA,Yes,Greater security from foreign threats,NA,Changing the behavior and/or policies of the government of Poland,NA,As long as needed,Neutral,Never,No,Qual4159-0110-PolandStudy,PL,330,NA,NA,NA,7226f046-72ca-c53a-8147-25374f6ff0d6,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,7xdZedAQlsO96dtbhcQnfk,NA,NA,1,NA,NA,{Invalid Expression},497,Security,Neutral,Oppose,Neutral,Somewhat oppose,-0.13926170230143145
44987.69112268519,44987.6947337963,IP Address,100.0,311.0,True,44987.69474112269,R_3G7E0xSCigLMZos,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),25 to 34 years,Lubelskie,Świdnik,74 063 – 93 937,Full-time or contract work in the private sector,Other,Ateizm,3.0,NA,NA,NA,NA,NA,NA,Strongly support,Strongly support,Very important,Very important,Very important,Strongly disagree,Somewhat agree,Very hostile,Very peaceful,Very favorable,Somewhat favorable,A lot,Very positive,Somewhat favorable,Very unfavorable,A little,Very Negative,Somewhat favorable,Somewhat favorable,A lot,Positive,Very favorable,Somewhat positive,Somewhat positive,Somewhat positive,Very helpful,Somewhat helpful,Neutral / No change,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,311,NA,NA,NA,230fbe2f-f20b-5952-83ae-97f6aa1eb952,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,4CNyLZ90ruFpKEVhxl5t0x,NA,NA,1,NA,NA,{Invalid Expression},497,Security,Support,Support,Strongly support,Strongly support,-0.5695507728804955
44987.689988425926,44987.69479166667,IP Address,100.0,414.0,True,44987.69480481481,R_2SAKYsUwmzWro0t,anonymous,PL,I consent,Male,No,Secondary Education,Age 65 or older,Łódzkie,Piotrków Trybunalski,0 – 43 339,Pension or retirement,Catholicism,NA,7.0,Somewhat support,Neither support nor oppose,NA,NA,NA,NA,NA,NA,Somewhat important,Very important,Very important,Strongly disagree,Neither agree nor disagree,Very hostile,Very hostile,Somewhat favorable,Somewhat favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,A lot,Negative,Very favorable,Neutral,A little,Neither Positive nor Negative,Somewhat favorable,Somewhat positive,Neutral,Neutral,Somewhat helpful,Somewhat unhelpful,The presence of American military forces has somewhat improved the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,Negative effect on economic activity,NA,As long as needed,Somewhat negative,Never,No,Qual4159-0110-PolandStudy,PL,414,NA,NA,NA,037ef642-d168-2e05-789d-536841fd8cf9,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,6TSwdS4wvRcjCQZWs8RX7c,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Neutral,Somewhat support,Neutral,0.29102736827763265
44987.690729166665,44987.694872685184,IP Address,100.0,358.0,True,44987.69488811342,R_xrz8KyNzRBk4YhP,anonymous,PL,I consent,Male,No,Higher Education (Master’s degree or higher),45 to 54 years,Pomorskie,Starogard,74 063 – 93 937,Full-time or contract work in the private sector,Catholicism,NA,5.0,NA,NA,NA,NA,Somewhat support,Strongly oppose,NA,NA,Very important,Very important,Somewhat important,Somewhat agree,Somewhat disagree,Somewhat hostile,Somewhat peaceful,Somewhat favorable,Very favorable,Some,Positive,Somewhat favorable,Somewhat favorable,Some,Neither Positive nor Negative,Somewhat favorable,Somewhat favorable,Some,Positive,Very favorable,Very positive,Neutral,Neutral,Somewhat helpful,Neutral,The presence of American military forces has somewhat improved the government’s respect for human rights,No,NA,NA,No,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Very positive,Never,No,Qual4159-0110-PolandStudy,PL,358,NA,NA,NA,24421072-71cd-e966-aeae-2247e4848393,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,2TMnKDuTyYunFkzMgTJW7o,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Support,Oppose,Somewhat support,Strongly oppose,-0.13926170230143145
44987.691469907404,44987.69515046296,IP Address,100.0,317.0,True,44987.69516293982,R_1Kyd0uwdLrFYCeQ,anonymous,PL,I consent,Male,No,Higher Education (Bachelor/Engineer),45 to 54 years,Mazowieckie,Ostrołęka,57 188 –  74 062,Full-time or contract work in the private sector,Catholicism,NA,4.0,Strongly support,Strongly support,NA,NA,NA,NA,NA,NA,Very important,Very important,Very important,Strongly disagree,Somewhat disagree,Very hostile,Very peaceful,Very favorable,Very favorable,A lot,Very positive,Very favorable,Somewhat unfavorable,Some,Negative,Very favorable,Somewhat favorable,Some,Positive,Very favorable,Very positive,Very positive,Very positive,Very helpful,Very helpful,The presence of American military forces has greatly improved the government’s respect for human rights,Yes,"Interacted with a U.S. service member in an individual social setting, such as a party, bar, festival, etc.",NA,Don’t know/Decline to answer,NA,NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,As long as needed,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,317,NA,NA,NA,7680104c-f619-8597-828f-6693597b37ff,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,34QH1N6dODVCBGSLGkf5Gy,NA,NA,1,NA,NA,{Invalid Expression},497,Control,Support,Support,Strongly support,Strongly support,-0.35440623759096346
44987.68989583333,44987.695185185185,IP Address,100.0,456.0,True,44987.695192210645,R_2eQZWrGzeroRGnT,anonymous,PL,I consent,Male,No,Primary Education,18 to 24 years,Łódzkie,Łódzki Wschodni,57 188 –  74 062,Other sources,Catholicism,NA,7.0,NA,NA,NA,NA,Strongly support,Strongly support,NA,NA,Very important,Somewhat important,Somewhat important,Somewhat disagree,Somewhat disagree,Somewhat hostile,Very peaceful,Somewhat favorable,Somewhat favorable,A little,Positive,Neutral,Somewhat unfavorable,A little,Positive,Neutral,Neutral,Some,Positive,Very favorable,Somewhat positive,Somewhat positive,Very positive,Very helpful,Neutral,Neutral / No change,No,NA,NA,Yes,"Had a brief everyday interaction with a U.S. service member, such as conversing on public transport, or shopping at the same market.",NA,No,NA,No,NA,Yes,Greater security from foreign threats,NA,No drawback,NA,1-3 years,Somewhat positive,Never,No,Qual4159-0110-PolandStudy,PL,456,NA,NA,NA,6bc1dcab-3246-5e27-759e-5e8f5c2f6575,NA,{Invalid Expression},NA,NA,NA,NA,NA,NA,NA,14302052,6Agtyzmt9Jv9Nh9pqLO12O,NA,NA,1,NA,NA,{Invalid Expression},497,Economic,Support,Support,Strongly support,Strongly support,0.29102736827763265
